Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Celeron B730,Sandy Bridge,1 ,1800 MHz,Socket G2 (988B),32 nm,1.5MB,35 W,"Jul 1st, 2012"
Celeron B820,Sandy Bridge,2 ,1700 MHz,Socket G2 (988B),32 nm,2MB,35 W,"Jul 1st, 2012"
Celeron B830,Sandy Bridge,2 ,1800 MHz,Socket G2 (988B),32 nm,2MB,35 W,"Sep 1st, 2012"
Celeron G1610,Ivy Bridge,2 ,2.6 GHz,Socket 1155,22 nm,2MB,55 W,"Dec 3rd, 2012"
Celeron G1610T,Ivy Bridge,2 ,2.3 GHz,Socket 1155,22 nm,2MB,35 W,"Dec 3rd, 2012"
Celeron G1620,Ivy Bridge,2 ,2.7 GHz,Socket 1155,22 nm,2MB,55 W,"Dec 3rd, 2012"
Celeron G465,Sandy Bridge,1 ,1900 MHz,Socket 1155,32 nm,1.5MB,35 W,"Sep 1st, 2012"
Celeron G550,Sandy Bridge,2 ,2.6 GHz,Socket 1155,32 nm,2MB,65 W,"Jun 1st, 2012"
Celeron G555,Sandy Bridge,2 ,2.7 GHz,Socket 1155,32 nm,2MB,65 W,"Sep 1st, 2012"
Core i3-2328M,Sandy Bridge,2  / 4,2.2 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Sep 1st, 2012"
Core i3-2377M,Sandy Bridge,2  / 4,1500 MHz,BGA1023,32 nm,3MB,17 W,"Sep 1st, 2012"
Core i3-3110M,Ivy Bridge,2  / 4,2.4 GHz,Socket G2 (988B),22 nm,3MB,35 W,"Jun 1st, 2012"
Core i3-3110M,Ivy Bridge,2  / 4,2.4 GHz,BGA1023,22 nm,3MB,35 W,"Jun 1st, 2012"
Core i3-3120M,Ivy Bridge,2  / 4,2.5 GHz,BGA1023,22 nm,3MB,35 W,"Sep 30th, 2012"
Core i3-3120M,Ivy Bridge,2  / 4,2.5 GHz,Socket G2 (988B),22 nm,3MB,35 W,"Sep 30th, 2012"
Core i3-3120ME,Ivy Bridge,2  / 4,2.4 GHz,BGA1023,22 nm,3MB,35 W,"Aug 1st, 2012"
Core i3-3217U,Ivy Bridge,2  / 4,1800 MHz,BGA1023,22 nm,3MB,17 W,"Jun 1st, 2012"
Core i3-3217UE,Ivy Bridge,2  / 4,1600 MHz,BGA1023,22 nm,3MB,17 W,"Aug 1st, 2012"
Core i3-3220,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22 nm,3MB,55 W,"Sep 3rd, 2012"
Core i3-3220T,Ivy Bridge,2  / 4,2.8 GHz,Socket 1155,22 nm,3MB,35 W,"Sep 3rd, 2012"
Core i3-3225,Ivy Bridge,2  / 4,3.3 GHz,Socket 1155,22 nm,3MB,55 W,"Sep 3rd, 2012"
Core i3-3240,Ivy Bridge,2  / 4,3.4 GHz,Socket 1155,22 nm,3MB,55 W,"Sep 3rd, 2012"
Core i3-3240T,Ivy Bridge,2  / 4,3 GHz,Socket 1155,22 nm,3MB,35 W,"Sep 3rd, 2012"
Core i5-3210M,Ivy Bridge,2  / 4,2.5 to 3.1 GHz,BGA1023,22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3210M,Ivy Bridge,2  / 4,2.5 to 3.1 GHz,Socket G2 (988B),22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3317U,Ivy Bridge,2  / 4,1.7 to 2.6 GHz,BGA1023,22 nm,3MB,17 W,"Jun 1st, 2012"
Core i5-3320M,Ivy Bridge,2  / 4,2.6 to 3.3 GHz,BGA1023,22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3320M,Ivy Bridge,2  / 4,2.6 to 3.3 GHz,Socket G2 (988B),22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3330,Ivy Bridge,4 ,3 to 3.2 GHz,Socket 1155,22 nm,6MB,77 W,"Sep 3rd, 2012"
Core i5-3330S,Ivy Bridge,4 ,2.7 to 3.2 GHz,Socket 1155,22 nm,6MB,77 W,"Sep 3rd, 2012"
Core i5-3335S,Ivy Bridge,4 ,2.7 to 3.2 GHz,Socket 1155,22 nm,6MB,65 W,"Nov 1st, 2012"
Core i5-3350P,Ivy Bridge,4 ,3.1 to 3.3 GHz,Socket 1155,22 nm,6MB,69 W,"Sep 3rd, 2012"
Core i5-3360M,Ivy Bridge,2  / 4,2.8 to 3.5 GHz,BGA1023,22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3360M,Ivy Bridge,2  / 4,2.8 to 3.5 GHz,Socket G2 (988B),22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3365M,Ivy Bridge,2  / 4,2.8 to 3.5 GHz,BGA1023,22 nm,3MB,35 W,"Nov 1st, 2012"
Core i5-3427U,Ivy Bridge,2  / 4,1.8 to 2.8 GHz,BGA1023,22 nm,3MB,17 W,"Jun 1st, 2012"
Core i5-3470,Ivy Bridge,4 ,3.2 to 3.6 GHz,Socket 1155,22 nm,6MB,77 W,"Jun 1st, 2012"
Core i5-3470S,Ivy Bridge,4 ,2.9 to 3.6 GHz,Socket 1155,22 nm,6MB,65 W,"Jun 1st, 2012"
Core i5-3470T,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,Socket 1155,22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3475S,Ivy Bridge,4 ,2.9 to 3.6 GHz,Socket 1155,22 nm,6MB,65 W,"Jun 1st, 2012"
Core i5-3570,Ivy Bridge,4 ,3.4 to 3.8 GHz,Socket 1155,22 nm,6MB,77 W,"Jun 1st, 2012"
Core i5-3570S,Ivy Bridge,4 ,3.1 to 3.8 GHz,Socket 1155,22 nm,6MB,65 W,"Jun 1st, 2012"
Core i5-3610ME,Ivy Bridge,2  / 4,2.7 to 3.3 GHz,Socket G2 (988B),22 nm,3MB,35 W,"Jun 1st, 2012"
Core i5-3610ME,Ivy Bridge,2  / 4,2.7 to 3.3 GHz,BGA1023,22 nm,3MB,35 W,"Jun 1st, 2012"
Core i7-3517U,Ivy Bridge,2  / 4,1.9 to 3 GHz,BGA1023,22 nm,4MB,17 W,"Jun 3rd, 2012"
Core i7-3517UE,Ivy Bridge,2  / 4,1.7 to 2.8 GHz,BGA1023,22 nm,4MB,17 W,"Jun 3rd, 2012"
Core i7-3520M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,BGA1023,22 nm,4MB,35 W,"Jun 3rd, 2012"
Core i7-3520M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,Socket G2 (988B),22 nm,4MB,35 W,"Jun 3rd, 2012"
Core i7-3525M,Ivy Bridge,2  / 4,2.9 to 3.6 GHz,BGA1023,22 nm,4MB,35 W,"Nov 1st, 2012"
Core i7-3555LE,Ivy Bridge,2  / 4,2.5 to 3.2 GHz,BGA1023,22 nm,4MB,25 W,"Jun 3rd, 2012"
Core i7-3630QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,Socket G2 (988B),22 nm,6MB,45 W,"Sep 1st, 2012"
Core i7-3632QM,Ivy Bridge,4  / 8,2.2 to 3.2 GHz,Socket G2 (988B),22 nm,6MB,35 W,"Oct 19th, 2012"
Core i7-3632QM,Ivy Bridge,4  / 8,2.2 to 3.2 GHz,BGA1224,22 nm,6MB,35 W,"Oct 19th, 2012"
Core i7-3635QM,Ivy Bridge,4  / 8,2.4 to 3.4 GHz,BGA1224,22 nm,6MB,45 W,"Sep 1st, 2012"
Core i7-3667U,Ivy Bridge,2  / 4,2 to 3.2 GHz,BGA1023,22 nm,4MB,17 W,"Jun 3rd, 2012"
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),22 nm,6MB,45 W,"Sep 3rd, 2012"
Core i7-3740QM,Ivy Bridge,4  / 8,2.7 to 3.7 GHz,BGA1224,22 nm,6MB,45 W,"Sep 3rd, 2012"
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,Socket G2 (988B),22 nm,8MB,45 W,"Sep 3rd, 2012"
Core i7-3840QM,Ivy Bridge,4  / 8,2.8 to 3.8 GHz,BGA1224,22 nm,8MB,45 W,"Sep 3rd, 2012"
Core i7-3940XM,Ivy Bridge,4  / 8,3 to 3.9 GHz,Socket G2 (988B),22 nm,8MB,55 W,"Sep 3rd, 2012"
Core i7-3970X,Sandy Bridge-E,6  / 12,3.5 to 4 GHz,Socket 2011,32 nm,15MB,150 W,"Nov 1st, 2012"
Pentium 2020M,Ivy Bridge,2 ,2.4 GHz,Socket G2 (988B),22 nm,2MB,35 W,"Sep 1st, 2012"
Pentium 2117U,Ivy Bridge,2 ,1800 MHz,Socket G2 (988B),22 nm,2MB,17 W,"Sep 1st, 2012"
Pentium 2117U,Ivy Bridge,2 ,1800 MHz,BGA1023,22 nm,2MB,17 W,"Sep 1st, 2012"
Pentium 2129Y,Ivy Bridge,2 ,1100 MHz,BGA1023,22 nm,2MB,10 W,"Sep 1st, 2012"
Pentium 997,Sandy Bridge,2 ,1600 MHz,BGA1023,32 nm,2MB,17 W,"Sep 1st, 2012"
Pentium B980,Sandy Bridge,2 ,2.4 GHz,Socket G2 (988B),32 nm,2MB,35 W,"Sep 1st, 2012"
Pentium G2100T,Ivy Bridge,2 ,2.6 GHz,Socket 1155,22 nm,3MB,35 W,"Sep 3rd, 2012"
Pentium G2120,Ivy Bridge,2 ,3.1 GHz,Socket 1155,22 nm,3MB,55 W,"Sep 3rd, 2012"
Pentium G640,Sandy Bridge,2 ,2.8 GHz,Socket 1155,32 nm,3MB,65 W,"Jun 3rd, 2012"
Pentium G640T,Sandy Bridge,2 ,2.4 GHz,Socket 1155,32 nm,3MB,35 W,"Jun 3rd, 2012"
Pentium G645,Sandy Bridge,2 ,2.9 GHz,Socket 1155,32 nm,3MB,65 W,"Sep 2nd, 2012"
Pentium G645T,Sandy Bridge,2 ,2.5 GHz,Socket 1155,32 nm,3MB,35 W,"Sep 2nd, 2012"
Pentium G860T,Sandy Bridge,2 ,2.6 GHz,Socket 1155,32 nm,3MB,35 W,"Jun 3rd, 2012"
Pentium G870,Sandy Bridge,2 ,3.1 GHz,Socket 1155,32 nm,3MB,65 W,"Jun 3rd, 2012"
Xeon E3-1220 v2,Ivy Bridge,4 ,3.1 to 3.5 GHz,Socket 1155,22 nm,8MB,69 W,"May 14th, 2012"
Xeon E3-1220L v2,Ivy Bridge,2  / 4,2.3 to 3.5 GHz,Socket 1155,22 nm,8MB,17 W,"May 14th, 2012"
Xeon E3-1225 v2,Ivy Bridge,4 ,3.2 to 3.6 GHz,Socket 1155,22 nm,8MB,77 W,"May 14th, 2012"
Xeon E3-1230 v2,Ivy Bridge,4  / 8,3.3 to 3.7 GHz,Socket 1155,22 nm,8MB,69 W,"May 14th, 2012"
Xeon E3-1240 v2,Ivy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,22 nm,8MB,69 W,"May 14th, 2012"
Xeon E3-1245 v2,Ivy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,22 nm,8MB,77 W,"May 14th, 2012"
Xeon E3-1265L v2,Ivy Bridge,4  / 8,2.5 to 3.5 GHz,Socket 1155,22 nm,8MB,45 W,"May 14th, 2012"
Xeon E3-1270 v2,Ivy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,22 nm,8MB,69 W,"May 14th, 2012"
Xeon E3-1275 v2,Ivy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,22 nm,8MB,77 W,"May 14th, 2012"
Xeon E3-1280 v2,Ivy Bridge,4  / 8,3.6 to 4 GHz,Socket 1155,22 nm,8MB,69 W,"May 14th, 2012"
Xeon E3-1290 v2,Ivy Bridge,4  / 8,3.7 to 4.1 GHz,Socket 1155,22 nm,8MB,87 W,"May 14th, 2012"
Xeon E5-4607,Sandy Bridge-EP,6  / 12,2.2 GHz,Socket 2011,32 nm,15MB,95 W,"May 14th, 2012"
Xeon E5-4610,Sandy Bridge-EP,6  / 12,2.4 to 2.9 GHz,Socket 2011,32 nm,15MB,130 W,"May 14th, 2012"
Xeon Phi 3110X,Knights Corner,61  / 244,1053 MHz,PCIe x16,22 nm,N/A,300 W,"Nov 12th, 2012"
Xeon Phi 5110P,Knights Corner,60  / 240,1053 MHz,PCIe x16,22 nm,N/A,225 W,"Nov 12th, 2012"
Xeon Phi 7110P,Knights Corner,61  / 244,1250 MHz,PCIe x16,22 nm,N/A,300 W,"Nov 12th, 2012"
Xeon Phi 7110X,Knights Corner,61  / 244,1250 MHz,PCIe x16,22 nm,N/A,300 W,"Nov 12th, 2012"
Xeon Phi SE10P,Knights Corner,61  / 244,1100 MHz,PCIe x16,22 nm,N/A,300 W,"Nov 12th, 2012"
Xeon Phi SE10X,Knights Corner,61  / 244,1100 MHz,PCIe x16,22 nm,N/A,300 W,"Nov 12th, 2012"
Atom D2500,Cedarview,2  / 4,1867 MHz,BGA 437,32 nm,N/A,10 W,"Nov 1st, 2011"
Atom D2550,Cedarview,2  / 4,1867 MHz,BGA 437,32 nm,N/A,10 W,"Nov 1st, 2011"
Atom D2700,Cedarview,2  / 4,2.133 GHz,BGA 437,32 nm,N/A,10 W,"Nov 1st, 2011"
Atom N2600,Cedarview,2  / 4,1600 MHz,BGA 559,32 nm,N/A,4 W,"Dec 1st, 2011"
Atom N2800,Cedarview,2  / 4,1867 MHz,BGA 559,32 nm,N/A,7 W,"Dec 1st, 2011"
Atom N570,Pineview,2  / 4,1667 MHz,BGA 559,45 nm,N/A,9 W,"Mar 1st, 2011"
Atom Z650,Lincroft,1 ,1200 MHz,BGA 518,45 nm,N/A,3 W,"Apr 11th, 2011"
Atom Z670,Lincroft,1 ,1500 MHz,BGA 518,45 nm,N/A,3 W,"Apr 11th, 2011"
Celeron 725C,Sandy Bridge,1 ,1300 MHz,BGA1023,32 nm,1.5MB,17 W,"Jul 1st, 2011"
Celeron 787,Sandy Bridge,1 ,1300 MHz,BGA1023,32 nm,1.5MB,17 W,"Jul 1st, 2011"
Celeron 847,Sandy Bridge,2 ,1100 MHz,BGA1023,32 nm,2MB,17 W,"Jun 19th, 2011"
Celeron 857,Sandy Bridge,2 ,1200 MHz,BGA1023,32 nm,2MB,17 W,"Jul 1st, 2011"
Celeron B710,Sandy Bridge,1 ,1600 MHz,Socket G2 (988B),32 nm,1.5MB,35 W,"Jun 19th, 2011"
Celeron B800,Sandy Bridge,2 ,1500 MHz,Socket G2 (988B),32 nm,2MB,35 W,"Jun 19th, 2011"
Celeron B810,Sandy Bridge,2 ,1600 MHz,Socket G2 (988B),32 nm,2MB,35 W,"Mar 1st, 2011"
Celeron B840,Sandy Bridge,2 ,1900 MHz,Socket G2 (988B),32 nm,2MB,35 W,"Jul 1st, 2011"
Celeron G440,Sandy Bridge,1 ,1600 MHz,Socket 1155,32 nm,1MB,35 W,"Sep 4th, 2011"
Celeron G460,Sandy Bridge,1 ,1800 MHz,Socket 1155,32 nm,1.5MB,35 W,"Dec 12th, 2011"
Celeron G530,Sandy Bridge,2 ,2.4 GHz,Socket 1155,32 nm,2MB,65 W,"Sep 4th, 2011"
Celeron G530T,Sandy Bridge,2 ,2000 MHz,Socket 1155,32 nm,2MB,35 W,"Sep 4th, 2011"
Celeron G540,Sandy Bridge,2 ,2.5 GHz,Socket 1155,32 nm,2MB,65 W,"Sep 4th, 2011"
Celeron G540T,Sandy Bridge,2 ,2.1 GHz,Socket 1155,32 nm,2MB,35 W,"Sep 4th, 2011"
Celeron G550T,Sandy Bridge,2 ,2.2 GHz,Socket 1155,32 nm,2MB,35 W,"Sep 4th, 2011"
Core i3-2100,Sandy Bridge,2  / 4,3.1 GHz,Socket 1155,32 nm,3MB,65 W,"Feb 20th, 2011"
Core i3-2100T,Sandy Bridge,2  / 4,2.5 GHz,Socket 1155,32 nm,3MB,35 W,"Feb 20th, 2011"
Core i3-2102,Sandy Bridge,2  / 4,3.1 GHz,Socket 1155,32 nm,3MB,65 W,"Jun 1st, 2011"
Core i3-2105,Sandy Bridge,2  / 4,3.1 GHz,Socket 1155,32 nm,3MB,65 W,"May 22nd, 2011"
Core i3-2120,Sandy Bridge,2  / 4,3.3 GHz,Socket 1155,32 nm,3MB,65 W,"Feb 20th, 2011"
Core i3-2120T,Sandy Bridge,2  / 4,2.6 GHz,Socket 1155,32 nm,3MB,35 W,"Sep 4th, 2011"
Core i3-2125,Sandy Bridge,2  / 4,3.3 GHz,Socket 1155,32 nm,3MB,65 W,"Sep 4th, 2011"
Core i3-2130,Sandy Bridge,2  / 4,3.4 GHz,Socket 1155,32 nm,3MB,65 W,"Sep 4th, 2011"
Core i3-2312M,Sandy Bridge,2  / 4,2.1 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Mar 1st, 2011"
Core i3-2312M,Sandy Bridge,2  / 4,2.1 GHz,BGA1023,32 nm,3MB,35 W,"Sep 1st, 2011"
Core i3-2330E,Sandy Bridge,2  / 4,2.2 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Jun 1st, 2011"
Core i3-2330M,Sandy Bridge,2  / 4,2.2 GHz,BGA1023,32 nm,3MB,35 W,"Jun 1st, 2011"
Core i3-2330M,Sandy Bridge,2  / 4,2.2 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Jun 1st, 2011"
Core i3-2332M,Sandy Bridge,2  / 4,2.2 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Sep 1st, 2011"
Core i3-2340UE,Sandy Bridge,2  / 4,1300 MHz,BGA1023,32 nm,3MB,17 W,"Jun 1st, 2011"
Core i3-2350M,Sandy Bridge,2  / 4,2.3 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Oct 1st, 2011"
Core i3-2357M,Sandy Bridge,2  / 4,1300 MHz,BGA1023,32 nm,3MB,17 W,"Jun 1st, 2011"
Core i3-2367M,Sandy Bridge,2  / 4,1400 MHz,BGA1023,32 nm,3MB,17 W,"Oct 1st, 2011"
Core i5-2310,Sandy Bridge,4 ,2.9 to 3.2 GHz,Socket 1155,32 nm,6MB,95 W,"May 22nd, 2011"
Core i5-2320,Sandy Bridge,4 ,3 to 3.3 GHz,Socket 1155,32 nm,6MB,95 W,"Sep 4th, 2011"
Core i5-2390T,Sandy Bridge,2  / 4,2.7 to 3.5 GHz,Socket 1155,32 nm,3MB,35 W,"Feb 20th, 2011"
Core i5-2405S,Sandy Bridge,4 ,2.5 to 3.3 GHz,Socket 1155,32 nm,6MB,65 W,"May 22nd, 2011"
Core i5-2415M,Sandy Bridge,2  / 4,2.3 GHz,BGA1023,32 nm,3MB,35 W,"Sep 1st, 2011"
Core i5-2430M,Sandy Bridge,2  / 4,2.4 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Oct 1st, 2011"
Core i5-2430M,Sandy Bridge,2  / 4,2.4 GHz,BGA1023,32 nm,3MB,35 W,"Oct 1st, 2011"
Core i5-2435M,Sandy Bridge,2  / 4,2.4 GHz,Socket G2 (988B),32 nm,3MB,35 W,"Sep 1st, 2011"
Core i5-2435M,Sandy Bridge,2  / 4,2.4 GHz,BGA1023,32 nm,3MB,35 W,"Sep 1st, 2011"
Core i5-2467M,Sandy Bridge,2  / 4,1600 MHz,BGA1023,32 nm,3MB,17 W,"Jun 1st, 2011"
Core i5-2557M,Sandy Bridge,2  / 4,1700 MHz,BGA1023,32 nm,3MB,17 W,"Jun 1st, 2011"
Core i7-2670QM,Sandy Bridge,4  / 8,2.2 to 3.1 GHz,Socket G2 (988B),32 nm,6MB,45 W,"Oct 12th, 2011"
Core i7-2675QM,Sandy Bridge,4  / 8,2.2 to 3.1 GHz,BGA1224,32 nm,6MB,45 W,"Oct 12th, 2011"
Core i7-2700K,Sandy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,32 nm,8MB,95 W,"Oct 24th, 2011"
Core i7-2760QM,Sandy Bridge,4  / 8,2.4 to 3.5 GHz,BGA1224,32 nm,6MB,45 W,"Sep 4th, 2011"
Core i7-2760QM,Sandy Bridge,4  / 8,2.4 to 3.5 GHz,Socket G2 (988B),32 nm,6MB,45 W,"Sep 4th, 2011"
Core i7-2860QM,Sandy Bridge,4  / 8,2.5 to 3.6 GHz,Socket G2 (988B),32 nm,8MB,45 W,"Sep 4th, 2011"
Core i7-2860QM,Sandy Bridge,4  / 8,2.5 to 3.6 GHz,BGA1224,32 nm,8MB,45 W,"Sep 4th, 2011"
Core i7-2960XM,Sandy Bridge,4  / 8,2.7 to 3.7 GHz,Socket G2 (988B),32 nm,8MB,55 W,"Sep 4th, 2011"
Core i7-3930K,Sandy Bridge-E,6  / 12,3.2 to 3.8 GHz,Socket 2011,32 nm,12MB,130 W,"Nov 14th, 2011"
Core i7-3960X,Sandy Bridge-E,6  / 12,3.3 to 3.9 GHz,Socket 2011,32 nm,15MB,130 W,"Nov 14th, 2011"
Core i7-980,Gulftown,6  / 12,3.333 to 3.6 GHz,Socket 1366,32 nm,12MB,130 W,"Jun 26th, 2011"
Core i7-990X,Gulftown,6  / 12,3.466 to 3.733 GHz,Socket 1366,32 nm,12MB,130 W,"Feb 24th, 2011"
Pentium 350,Sandy Bridge,2  / 4,1200 MHz,Socket 1155,32 nm,3MB,15 W,"Nov 21st, 2011"
Pentium 957,Sandy Bridge,2 ,1200 MHz,BGA1023,32 nm,2MB,17 W,"Jun 19th, 2011"
Pentium 967,Sandy Bridge,2 ,1300 MHz,BGA1023,32 nm,2MB,17 W,"Oct 2nd, 2011"
Pentium B940,Sandy Bridge,2 ,2000 MHz,Socket G2 (988B),32 nm,2MB,35 W,"Jun 19th, 2011"
Pentium B950,Sandy Bridge,2 ,2.1 GHz,Socket G2 (988B),32 nm,2MB,35 W,"Jun 19th, 2011"
Pentium B960,Sandy Bridge,2 ,2.2 GHz,Socket G2 (988B),32 nm,2MB,35 W,"Oct 2nd, 2011"
Pentium G620,Sandy Bridge,2 ,2.6 GHz,Socket 1155,32 nm,3MB,65 W,"May 22nd, 2011"
Pentium G620T,Sandy Bridge,2 ,2.2 GHz,Socket 1155,32 nm,3MB,35 W,"May 22nd, 2011"
Pentium G622,Sandy Bridge,2 ,2.6 GHz,Socket 1155,32 nm,3MB,65 W,"May 22nd, 2011"
Pentium G630,Sandy Bridge,2 ,2.7 GHz,Socket 1155,32 nm,3MB,65 W,"Sep 4th, 2011"
Pentium G630T,Sandy Bridge,2 ,2.3 GHz,Socket 1155,32 nm,3MB,35 W,"Sep 4th, 2011"
Pentium G632,Sandy Bridge,2 ,2.7 GHz,Socket 1155,32 nm,3MB,65 W,"Sep 4th, 2011"
Pentium G840,Sandy Bridge,2 ,2.8 GHz,Socket 1155,32 nm,3MB,65 W,"May 22nd, 2011"
Pentium G850,Sandy Bridge,2 ,2.9 GHz,Socket 1155,32 nm,3MB,65 W,"May 22nd, 2011"
Pentium G860,Sandy Bridge,2 ,3 GHz,Socket 1155,32 nm,3MB,65 W,"Sep 4th, 2011"
Xeon E3-1220,Sandy Bridge,4 ,3.1 to 3.4 GHz,Socket 1155,32 nm,8MB,80 W,"Apr 3rd, 2011"
Xeon E3-1220L,Sandy Bridge,2  / 4,2.2 to 3.4 GHz,Socket 1155,32 nm,3MB,20 W,"Apr 3rd, 2011"
Xeon E3-1225,Sandy Bridge,4 ,3.1 to 3.4 GHz,Socket 1155,32 nm,6MB,95 W,"Apr 3rd, 2011"
Xeon E3-1230,Sandy Bridge,4  / 8,3.2 to 3.6 GHz,Socket 1155,32 nm,8MB,80 W,"Apr 3rd, 2011"
Xeon E3-1235,Sandy Bridge,4  / 8,3.2 to 3.6 GHz,Socket 1155,32 nm,8MB,95 W,"Apr 3rd, 2011"
Xeon E3-1240,Sandy Bridge,4  / 8,3.3 to 3.7 GHz,Socket 1155,32 nm,8MB,80 W,"Apr 3rd, 2011"
Xeon E3-1245,Sandy Bridge,4  / 8,3.3 to 3.7 GHz,Socket 1155,32 nm,8MB,95 W,"Apr 3rd, 2011"
Xeon E3-1260L,Sandy Bridge,4  / 8,2.4 to 3.3 GHz,Socket 1155,32 nm,8MB,45 W,"Apr 3rd, 2011"
Xeon E3-1270,Sandy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,32 nm,8MB,80 W,"Apr 3rd, 2011"
Xeon E3-1275,Sandy Bridge,4  / 8,3.4 to 3.8 GHz,Socket 1155,32 nm,8MB,95 W,"Apr 3rd, 2011"
Xeon E3-1280,Sandy Bridge,4  / 8,3.5 to 3.9 GHz,Socket 1155,32 nm,8MB,95 W,"Apr 3rd, 2011"
Xeon E3-1290,Sandy Bridge,4  / 8,3.6 to 4 GHz,Socket 1155,32 nm,8MB,95 W,"May 29th, 2011"
Xeon E5603,Westmere-EP,4 ,1600 MHz,Socket 1366,32 nm,4MB,80 W,"Feb 14th, 2011"
Xeon E5606,Westmere-EP,4 ,2.133 GHz,Socket 1366,32 nm,8MB,80 W,"Feb 14th, 2011"
Xeon E5607,Westmere-EP,4 ,2.266 GHz,Socket 1366,32 nm,8MB,80 W,"Feb 14th, 2011"
Xeon E7-8850,Westmere-EX,10  / 20,2000 MHz,Socket 1567,32 nm,30MB,130 W,"Apr 3rd, 2011"
Xeon E7-8860,Westmere-EX,10  / 20,2.276 GHz,Socket 1567,32 nm,30MB,130 W,"Apr 3rd, 2011"
Xeon E7-8870,Westmere-EX,10  / 20,2.4 GHz,Socket 1567,32 nm,30MB,130 W,"Apr 3rd, 2011"
Xeon W3690,Gulftown,6  / 12,3.466 to 3.733 GHz,Socket 1366,32 nm,12MB,130 W,"Feb 14th, 2011"
Xeon X5647,Westmere-EP,4  / 8,2.933 to 3.2 GHz,Socket 1366,32 nm,12MB,130 W,"Feb 14th, 2011"
Xeon X5672,Westmere-EP,4  / 8,3.2 to 3.6 GHz,Socket 1366,32 nm,12MB,95 W,"Feb 14th, 2011"
Xeon X5687,Westmere-EP,4  / 8,3.6 to 3.866 GHz,Socket 1366,32 nm,12MB,130 W,"Feb 14th, 2011"
Atom D410,Pineview,1  / 2,1667 MHz,BGA 437,45 nm,N/A,10 W,"Jan 4th, 2010"
Atom D425,Pineview,1  / 2,1834 MHz,BGA 437,45 nm,N/A,10 W,"Jun 21st, 2010"
Atom D525,Pineview,2  / 4,1834 MHz,BGA 437,45 nm,N/A,13 W,"Jun 21st, 2010"
Atom E620,Tunnel Creek,1  / 2,600 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E620T,Tunnel Creek,1  / 2,600 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E625C,Stellarton,1  / 2,600 MHz,BGA1466,45 nm,N/A,3 W,"Nov 22nd, 2010"
Atom E625CT,Stellarton,1  / 2,600 MHz,BGA1466,45 nm,N/A,3 W,"Nov 22nd, 2010"
Atom E640,Tunnel Creek,1  / 2,1000 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E640T,Tunnel Creek,1  / 2,1000 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E645C,Stellarton,1  / 2,1000 MHz,BGA1466,45 nm,N/A,4 W,"Nov 22nd, 2010"
Atom E645CT,Stellarton,1  / 2,1000 MHz,BGA1466,45 nm,N/A,4 W,"Nov 22nd, 2010"
Atom E660,Tunnel Creek,1  / 2,1300 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E660T,Tunnel Creek,1  / 2,1300 MHz,BGA 676,45 nm,N/A,3 W,"Sep 14th, 2010"
Atom E665C,Stellarton,1  / 2,1300 MHz,BGA1466,45 nm,N/A,4 W,"Nov 22nd, 2010"
Atom E665CT,Stellarton,1  / 2,1300 MHz,BGA1466,45 nm,N/A,7 W,"Nov 22nd, 2010"
Atom E680,Tunnel Creek,1  / 2,1600 MHz,BGA 676,45 nm,N/A,4 W,"Sep 14th, 2010"
